"","cti","ActSubst.Name","unit","dosis","DateNew"
"18846",346656,"LIRAGLUTIDE","MG/ML","6.00","06/30/09 00:00:00"
"18847",346701,"OXYCODONE HYDROCHLORIDE","MG/ML","50.00",""
"18848",346717,"BOSENTAN (MONOHYDRATE)","MG","32.00",""
"18849",346726,"RIBAVIRIN","MG","200.00",""
"18850",346735,"RIBAVIRIN","MG","200.00",""
"18851",346744,"RIBAVIRIN","MG","200.00",""
"18852",346753,"RIBAVIRIN","MG","200.00",""
"18853",346762,"RIBAVIRIN","MG","200.00",""
"18854",346771,"RIBAVIRIN","MG","200.00",""
"18855",346787,"RIBAVIRIN","MG","200.00",""
"18856",346796,"RIBAVIRIN","MG","200.00",""
"18857",346805,"RIBAVIRIN","MG","400.00",""
"18858",346814,"RIBAVIRIN","MG","400.00",""
"18859",346823,"RIBAVIRIN","MG","400.00",""
"18860",346832,"RIBAVIRIN","MG","400.00",""
"18861",346841,"RIBAVIRIN","MG","400.00",""
"18862",346857,"RIBAVIRIN","MG","400.00",""
"18863",346866,"RIBAVIRIN","MG","400.00",""
"18864",346875,"RIBAVIRIN","MG","400.00",""
"18865",346884,"PROPIVERINE HYDROCHLORIDE","MG","15.00","09/07/09 00:00:00"
"18866",346893,"CAFFEINE CITRATE","MG/ML","20.00",""
"18867",346902,"SPIRONOLACTONE","MG","25.00",""
"18868",346911,"SPIRONOLACTONE","MG","100.00",""
"18869",346963,"FENTANYL (CITRATE)","MCG/DO","50.00",""
"18870",346972,"FENTANYL (CITRATE)","MCG/DO","50.00",""
"18871",346981,"FENTANYL (CITRATE)","MCG/DO","50.00",""
"18872",346997,"FENTANYL (CITRATE)","MCG/DO","100.00",""
"18873",347006,"FENTANYL (CITRATE)","MCG/DO","100.00",""
"18874",347015,"FENTANYL (CITRATE)","MCG/DO","100.00",""
"18875",347024,"FENTANYL (CITRATE)","MCG/DO","200.00",""
"18876",347033,"FENTANYL (CITRATE)","MCG/DO","200.00",""
"18877",347042,"FENTANYL (CITRATE)","MCG/DO","200.00",""
"18878",347051,"TOCOPHEROL D-ALPHA (AS TOCOFERSOLAN)","MG/ML","50.00",""
"18879",347067,"TOCOPHEROL D-ALPHA (AS TOCOFERSOLAN)","MG/ML","50.00",""
"18880",347076,"TOCOPHEROL D-ALPHA (AS TOCOFERSOLAN)","MG/ML","50.00",""
"18881",347103,"NICOTINE","MG","17.50",""
"18882",347112,"NICOTINE","MG","35.00",""
"18883",347121,"NICOTINE","MG","52.50",""
"18884",347146,"LETROZOLE","MG","2.50",""
"18885",347155,"MESALAZINE","MG","1500.00",""
"18886",347164,"FLUVASTATIN SODIUM","MG","21.95",""
"18887",347173,"FLUVASTATIN SODIUM","MG","43.90",""
"18888",347182,"GEMCITABINE HYDROCHLORIDE","MG/ML","43.26",""
"18889",347191,"GEMCITABINE HYDROCHLORIDE","MG/ML","43.26",""
"18890",347207,"GEMCITABINE HYDROCHLORIDE","MG/ML","43.26",""
"18891",347216,"GEMCITABINE HYDROCHLORIDE","MG/ML","43.26",""
"18892",347225,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18893",347234,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18894",347243,"ANIDULAFUNGIN","MG","100.00","09/20/07 00:00:00"
"18895",347277,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18896",347313,"VENLAFAXINE HYDROCHLORIDE","MG","42.43",""
"18897",347322,"VENLAFAXINE HYDROCHLORIDE","MG","42.43",""
"18898",347331,"VENLAFAXINE HYDROCHLORIDE","MG","84.86",""
"18899",347347,"VENLAFAXINE HYDROCHLORIDE","MG","84.86",""
"18900",347356,"VENLAFAXINE HYDROCHLORIDE","MG","169.72",""
"18901",347365,"VENLAFAXINE HYDROCHLORIDE","MG","169.72",""
"18902",347374,"VENLAFAXINE HYDROCHLORIDE","MG","254.58",""
"18903",347383,"VENLAFAXINE HYDROCHLORIDE","MG","254.58",""
"18904",347392,"LAMOTRIGINE","MG","25.00",""
"18905",347401,"LAMOTRIGINE","MG","25.00",""
"18906",347417,"LAMOTRIGINE","MG","50.00",""
"18907",347426,"LAMOTRIGINE","MG","50.00",""
"18908",347435,"LAMOTRIGINE","MG","100.00",""
"18909",347444,"LAMOTRIGINE","MG","100.00",""
"18910",347453,"LAMOTRIGINE","MG","200.00",""
"18911",347462,"LAMOTRIGINE","MG","200.00",""
"18912",347496,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18913",347505,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18914",347514,"SACCHAROMYCES BOULARDII","MG","250.00",""
"18915",347532,"GEMCITABINE HYDROCHLORIDE","MG","200.00",""
"18916",347541,"GEMCITABINE HYDROCHLORIDE","MG","1000.00",""
"18917",347557,"FLUCONAZOLE","MG/ML","2.00",""
"18918",347566,"FLUCONAZOLE","MG/ML","2.00",""
"18919",347575,"FLUCONAZOLE","MG/ML","2.00",""
"18920",347697,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MCG","88.00",""
"18921",347706,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MCG","88.00",""
"18922",347715,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MG","0.18",""
"18923",347724,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MG","0.18",""
"18924",347751,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MG","0.70",""
"18925",347767,"PRAMIPEXOLE (DIHYDROCHLORIDE MONOHYDRATE)","MG","0.70",""
"18926",347794,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18927",347803,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18928",347864,"PIPERACILLIN SODIUM","MG","2085.00",""
"18929",347864,"TAZOBACTAM SODIUM","MG","268.30",""
"18930",347873,"PIPERACILLIN SODIUM","MG","4170.00",""
"18931",347873,"TAZOBACTAM SODIUM","MG","536.60",""
"18932",347882,"LEUPRORELIN ACETATE","MG","3.78",""
"18933",347891,"LEUPRORELIN ACETATE","MG","5.25",""
"18934",347907,"BICALUTAMIDE","MG","150.00",""
"18935",347916,"IRINOTECAN HYDROCHLORIDE TRIHYDRATE","MG/ML","20.00",""
"18936",347925,"IRINOTECAN HYDROCHLORIDE TRIHYDRATE","MG/ML","20.00",""
"18937",347952,"WATER FOR INJECTIONS OR PURIFIED","ML","5.00",""
"18938",347961,"WATER FOR INJECTIONS OR PURIFIED","ML","10.00",""
"18939",347977,"WATER FOR INJECTIONS OR PURIFIED","ML","20.00",""
"18940",347995,"GLIMEPIRIDE","MG","6.00",""
"18941",348004,"CODEINE","MG/G","0.50",""
"18942",348056,"FENTANYL","MG","2.06",""
"18943",348056,"FENTANYL","MG","2.06","10/06/11 00:00:00"
"18944",348065,"FENTANYL","MG","2.06",""
"18945",348065,"FENTANYL","MG","2.06","10/06/11 00:00:00"
"18946",348074,"FENTANYL","MG","4.13",""
"18947",348074,"FENTANYL","MG","4.13","10/06/11 00:00:00"
"18948",348083,"FENTANYL","MG","4.13",""
"18949",348083,"FENTANYL","MG","4.13","10/06/11 00:00:00"
"18950",348092,"FENTANYL","MG","8.25",""
"18951",348092,"FENTANYL","MG","8.25","10/06/11 00:00:00"
"18952",348101,"FENTANYL","MG","8.25",""
"18953",348101,"FENTANYL","MG","8.25","10/06/11 00:00:00"
"18954",348117,"FENTANYL","MG","12.38",""
"18955",348117,"FENTANYL","MG","12.38","10/06/11 00:00:00"
"18956",348126,"FENTANYL","MG","12.38",""
"18957",348126,"FENTANYL","MG","12.38","10/06/11 00:00:00"
"18958",348135,"FENTANYL","MG","16.50",""
"18959",348135,"FENTANYL","MG","16.50","10/06/11 00:00:00"
"18960",348144,"FENTANYL","MG","16.50",""
"18961",348144,"FENTANYL","MG","16.50","10/06/11 00:00:00"
"18962",348153,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18963",348162,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18964",348171,"LOSARTAN POTASSIUM","MG","12.50",""
"18965",348187,"LOSARTAN POTASSIUM","MG","12.50",""
"18966",348196,"LOSARTAN POTASSIUM","MG","50.00",""
"18967",348205,"LOSARTAN POTASSIUM","MG","50.00",""
"18968",348214,"LOSARTAN POTASSIUM","MG","100.00",""
"18969",348223,"LOSARTAN POTASSIUM","MG","100.00",""
"18970",348232,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18971",348232,"LOSARTAN POTASSIUM","MG","50.00",""
"18972",348241,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"18973",348241,"LOSARTAN POTASSIUM","MG","50.00",""
"18974",348257,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"18975",348257,"LOSARTAN POTASSIUM","MG","100.00",""
"18976",348266,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"18977",348266,"LOSARTAN POTASSIUM","MG","100.00",""
"18978",348284,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","150.00",""
"18979",348293,"PERINDOPRIL ARGININE","MG","5.00",""
"18980",348302,"PERINDOPRIL ARGININE","MG","10.00",""
"18981",348311,"CHROMIUM EDETATE (51 CR)","","Q.S.",""
"18982",348336,"LEVOCETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18983",348345,"CETIRIZINE (DI)HYDROCHLORIDE","MG","5.00",""
"18984",348354,"FLUTICASON PROPIONATE","MCG/DO","50.00",""
"18985",348363,"LOSARTAN POTASSIUM","MG","12.50",""
"18986",348372,"LOSARTAN POTASSIUM","MG","25.00",""
"18987",348381,"LOSARTAN POTASSIUM","MG","50.00",""
"18988",348397,"LOSARTAN POTASSIUM","MG","100.00",""
"18989",348546,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18990",348555,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18991",348564,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18992",348573,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18993",348582,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18994",348591,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18995",348607,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18996",348616,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18997",348625,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18998",348634,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"18999",348643,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"19000",348652,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"19001",348661,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"19002",348677,"CLOPIDOGREL (BESILATE)","MG","75.00",""
"19003",348966,"OXYCODONE HYDROCHLORIDE","MG","15.00",""
"19004",348975,"OXYCODONE HYDROCHLORIDE","MG","30.00",""
"19005",348984,"OXYCODONE HYDROCHLORIDE","MG","60.00",""
"19006",348993,"OXYCODONE HYDROCHLORIDE","MG","120.00",""
"19007",349002,"OXYCODONE HYDROCHLORIDE","MG","160.00",""
"19008",349011,"OXYGEN","","Q.S.",""
"19009",349027,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19010",349036,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19011",349045,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19012",349054,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19013",349063,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19014",349072,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19015",349081,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19016",349097,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19017",349106,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19018",349115,"TOPOTECAN (HYDROCHLORIDE)","MG","1.00",""
"19019",349124,"TOPOTECAN (HYDROCHLORIDE)","MG","4.00",""
"19020",349133,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"19021",349142,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"19022",349151,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"19023",349167,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"19024",349176,"OXYGEN","","Q.S.",""
"19025",349185,"OXYGEN","","Q.S.",""
"19026",349194,"PLERIXAFOR","MG/ML","20.00","07/31/09 00:00:00"
"19027",349203,"EVEROLIMUS","MG","5.00",""
"19028",349212,"EVEROLIMUS","MG","5.00",""
"19029",349221,"EVEROLIMUS","MG","5.00",""
"19030",349237,"EVEROLIMUS","MG","10.00",""
"19031",349246,"EVEROLIMUS","MG","10.00",""
"19032",349255,"EVEROLIMUS","MG","10.00",""
"19033",349264,"TOLVAPTAN","MG","15.00","08/03/09 00:00:00"
"19034",349273,"TOLVAPTAN","MG","15.00","08/03/09 00:00:00"
"19035",349282,"TOLVAPTAN","MG","30.00","08/03/09 00:00:00"
"19036",349291,"TOLVAPTAN","MG","30.00","08/03/09 00:00:00"
"19037",349307,"AZTREONAM (LYSINE)","MG","75.00",""
"19038",349316,"SIBUTRAMINE HYDROCHLORIDE","MG","10.00",""
"19039",349325,"SIBUTRAMINE HYDROCHLORIDE","MG","15.00",""
"19040",349334,"POLIOMYELITIS VIRUS","","Q.S.",""
"19041",349352,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19042",349361,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19043",349377,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19044",349386,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19045",349395,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19046",349404,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19047",349413,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19048",349422,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19049",349431,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19050",349447,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19051",349456,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19052",349465,"VINFLUNINE (DITARTRATE)","MG/ML","25.00","09/21/09 00:00:00"
"19053",349474,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19054",349483,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19055",349492,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19056",349501,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19057",349517,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19058",349526,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19059",349535,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19060",349544,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19061",349553,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19062",349562,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19063",349571,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19064",349587,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19065",349596,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19066",349605,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19067",349614,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19068",349623,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19069",349632,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19070",349641,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19071",349711,"FLUTICASON PROPIONATE","MG/G","0.50",""
"19072",349763,"METHOTREXATE","MG/ML","10.00",""
"19073",349772,"METHOTREXATE","MG/ML","10.00",""
"19074",349781,"METHOTREXATE","MG/ML","10.00",""
"19075",349797,"METHOTREXATE","MG/ML","10.00",""
"19076",349806,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19077",349815,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19078",349824,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19079",349833,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19080",349842,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19081",349851,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19082",349867,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19083",349876,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19084",349885,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19085",349921,"IMMUNOGLOBULIN HUMAN NORMAL","MG/ML","165.00",""
"19086",349937,"SEVELAMER","MG","800.00",""
"19087",349946,"DASATINIB (MONOHYDRATE)","MG","100.00",""
"19088",349955,"DASATINIB (MONOHYDRATE)","MG","100.00",""
"19089",349973,"MONTELUKAST SODIUM","MG","4.16",""
"19090",349982,"MONTELUKAST SODIUM","MG","5.20",""
"19091",349991,"METOPROLOL SUCCINATE","MG","23.75",""
"19092",350007,"METOPROLOL SUCCINATE","MG","23.75",""
"19093",350016,"METOPROLOL SUCCINATE","MG","95.00",""
"19094",350025,"METOPROLOL SUCCINATE","MG","95.00",""
"19095",350034,"METOPROLOL SUCCINATE","MG","190.00",""
"19096",350043,"METOPROLOL SUCCINATE","MG","190.00",""
"19097",350052,"CIPROFLOXACIN","MG/ML","2.00",""
"19098",350061,"CIPROFLOXACIN","MG/ML","2.00",""
"19099",350077,"FLUOROURACIL","MG/ML","50.00",""
"19100",350086,"FLUOROURACIL","MG/ML","50.00",""
"19101",350095,"FLUOROURACIL","MG/ML","50.00",""
"19102",350104,"FLUOROURACIL","MG/ML","50.00",""
"19103",350113,"IOPAMIDOL","MG/ML","612.40",""
"19104",350122,"IOPAMIDOL","MG/ML","612.40",""
"19105",350131,"IOPAMIDOL","MG/ML","612.40",""
"19106",350147,"IOPAMIDOL","MG/ML","612.40",""
"19107",350156,"IOPAMIDOL","MG/ML","612.40",""
"19108",350165,"IOPAMIDOL","MG/ML","755.20",""
"19109",350174,"IOPAMIDOL","MG/ML","755.20",""
"19110",350183,"IOPAMIDOL","MG/ML","755.20",""
"19111",350192,"IOPAMIDOL","MG/ML","755.20",""
"19112",350201,"IOPAMIDOL","MG/ML","755.20",""
"19113",350287,"CLOFARABINE","MG/ML","1.00",""
"19114",350305,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19115",350314,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19116",350323,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19117",350332,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19118",350341,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19119",350357,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19120",350366,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19121",350375,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19122",350384,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"19123",350393,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19124",350402,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19125",350411,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19126",350427,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19127",350436,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19128",350445,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19129",350454,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19130",350463,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19131",350472,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19132",350481,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19133",350497,"CILASTATIN (SODIUM)","MG","500.00",""
"19134",350497,"IMIPENEM (MONOHYDRATE)","MG","500.00",""
"19135",350506,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.30",""
"19136",350506,"POTASSIUM CHLORIDE","MG/ML","0.30",""
"19137",350506,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","4.63",""
"19138",350506,"SODIUM CHLORIDE","MG/ML","6.02",""
"19139",350515,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.30",""
"19140",350515,"POTASSIUM CHLORIDE","MG/ML","0.30",""
"19141",350515,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","4.63",""
"19142",350515,"SODIUM CHLORIDE","MG/ML","6.02",""
"19143",350524,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.30",""
"19144",350524,"POTASSIUM CHLORIDE","MG/ML","0.30",""
"19145",350524,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","4.63",""
"19146",350524,"SODIUM CHLORIDE","MG/ML","6.02",""
"19147",350533,"MAGNESIUM CHLORIDE HEXAHYDRATE","MG/ML","0.30",""
"19148",350533,"POTASSIUM CHLORIDE","MG/ML","0.30",""
"19149",350533,"SODIUM ACETATE (TRIHYDRATE)","MG/ML","4.63",""
"19150",350533,"SODIUM CHLORIDE","MG/ML","6.02",""
"19151",350646,"AZITHROMYCIN (MONOHYDRATE)","MG","200.00",""
"19152",350655,"AZITHROMYCIN (MONOHYDRATE)","MG","100.00",""
"19153",350664,"IMMUNOGLOBULIN HUMAN POLYVALENT","MG/ML","100.00",""
"19154",350673,"IMMUNOGLOBULIN HUMAN POLYVALENT","MG/ML","100.00",""
"19155",350682,"IMMUNOGLOBULIN HUMAN POLYVALENT","MG/ML","100.00",""
"19156",350691,"IMMUNOGLOBULIN HUMAN POLYVALENT","MG/ML","100.00",""
"19157",350707,"MOXIFLOXACIN HYDROCHLORIDE","MG/ML","5.45",""
"19158",350734,"SILDENAFIL (CITRATE)","MG","25.00",""
"19159",350743,"SILDENAFIL (CITRATE)","MG","25.00",""
"19160",350752,"SILDENAFIL (CITRATE)","MG","25.00",""
"19161",350761,"SILDENAFIL (CITRATE)","MG","25.00",""
"19162",350777,"SILDENAFIL (CITRATE)","MG","50.00",""
"19163",350786,"SILDENAFIL (CITRATE)","MG","50.00",""
"19164",350795,"SILDENAFIL (CITRATE)","MG","50.00",""
"19165",350804,"SILDENAFIL (CITRATE)","MG","50.00",""
"19166",350813,"SILDENAFIL (CITRATE)","MG","100.00",""
"19167",350822,"SILDENAFIL (CITRATE)","MG","100.00",""
"19168",350831,"SILDENAFIL (CITRATE)","MG","100.00",""
"19169",350847,"SILDENAFIL (CITRATE)","MG","100.00",""
"19170",350856,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19171",350865,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19172",350874,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19173",350883,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19174",350892,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19175",350901,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19176",350917,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19177",350926,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19178",350935,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19179",350944,"CLOPIDOGREL (HYDROGEN SULPHATE)","MG","75.00",""
"19180",350953,"FACTOR VIII HUMAN","IU/ML","50.00",""
"19181",350962,"INFLUENZA VIRUS (INACTIVATED)","","Q.S.",""
"19182",350987,"LACTULOSE","MG/ML","660.00",""
"19183",350996,"OXYGEN","","Q.S.",""
"19184",351005,"OXYGEN","","Q.S.",""
"19185",351075,"CLINDAMYCIN (HYDROCHLORIDE)","MG","300.00",""
"19186",351084,"IMMUNOGLOBULIN HUMAN NORMAL","MG/ML","100.00",""
"19187",351093,"IMMUNOGLOBULIN HUMAN NORMAL","MG/ML","100.00",""
"19188",351102,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19189",351154,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19190",351163,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19191",351172,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19192",351181,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19193",351197,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19194",351206,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19195",351215,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19196",351224,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19197",351233,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19198",351242,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19199",351251,"EPOIETINUM-ALPHA","MCG/ML","336.00",""
"19200",351267,"LEVOFLOXACIN HEMIHYDRATE","MG/ML","5.13",""
"19201",351276,"LEVOFLOXACIN HEMIHYDRATE","MG/ML","5.13",""
"19202",351285,"DIPLOCOCCUS PNEUMONIAE","","Q.S.",""
"19203",351285,"HAEMOPHILUS INFLUENZAE","","Q.S.",""
"19204",351285,"KLEBSIELLA OZAENAE","","Q.S.",""
"19205",351285,"KLEBSIELLA PNEUMONIAE","","Q.S.",""
"19206",351285,"NEISSERIA CATARRHALIS","","Q.S.",""
"19207",351285,"STAPHYLOCOCCUS AUREUS, INACTIVATED","","Q.S.",""
"19208",351285,"STREPTOCOCCUS PYOGENES","","Q.S.",""
"19209",351285,"STREPTOCOCCUS VIRIDANS","","Q.S.",""
"19210",351294,"LETROZOLE","MG","2.50",""
"19211",351303,"LETROZOLE","MG","2.50",""
"19212",351346,"ATORVASTATIN CALCIUM","MG","10.36",""
"19213",351355,"ATORVASTATIN CALCIUM","MG","10.36",""
"19214",351364,"ATORVASTATIN CALCIUM","MG","20.72",""
"19215",351373,"ATORVASTATIN CALCIUM","MG","20.72",""
"19216",351382,"ATORVASTATIN CALCIUM","MG","41.44",""
"19217",351391,"ATORVASTATIN CALCIUM","MG","41.44",""
"19218",351434,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.60",""
"19219",351443,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","45.10",""
"19220",351452,"BENZALKONIUM CHLORIDE","MG/G","2.00",""
"19221",351495,"CERTOLIZUMAB PEGOL","MG/ML","200.00","10/01/09 00:00:00"
"19222",351504,"CERTOLIZUMAB PEGOL","MG/ML","200.00","10/01/09 00:00:00"
"19223",351513,"CHLORHEXIDINE GLUCONATE","MG/ML","5.00",""
"19224",351522,"CHLORHEXIDINE GLUCONATE","MG/ML","5.10",""
"19225",351531,"SAXAGLIPTIN (HYDROCHLORIDE)","MG","5.00","10/01/09 00:00:00"
"19226",351547,"SAXAGLIPTIN (HYDROCHLORIDE)","MG","5.00","10/01/09 00:00:00"
"19227",351556,"SAXAGLIPTIN (HYDROCHLORIDE)","MG","5.00","10/01/09 00:00:00"
